Date,Origin_Prefecture,Destination_Prefecture,Vehicle_Type,Cargo_Weight_Tons,Status
2023-11-08,東京都,北海道,Medium_Truck,13.7,On_Time
2023-09-13,愛知県,宮城県,Light_Van,20.6,On_Time
2023-04-01,大阪府,広島県,Medium_Truck,18.9,On_Time
2023-12-14,北海道,大阪府,Refrigerated,28.8,Completed
2023-01-25,大阪府,愛知県,Large_Truck,17.1,Delayed
2023-12-19,愛知県,福岡県,Light_Van,27.1,Delayed
2023-10-28,愛知県,宮城県,Large_Truck,23.0,Delayed
2023-03-19,北海道,愛知県,Refrigerated,9.0,On_Time
2023-01-19,福岡県,北海道,Light_Van,13.1,On_Time
2023-05-13,東京都,広島県,Refrigerated,3.0,Completed
2023-03-14,東京都,北海道,Medium_Truck,29.7,Delayed
2023-01-29,福岡県,宮城県,Large_Truck,4.8,On_Time
2024-02-02,大阪府,東京都,Refrigerated,19.1,On_Time
2024-01-06,北海道,広島県,Light_Van,12.2,Delayed
2023-07-22,広島県,大阪府,Medium_Truck,19.3,Completed
2023-03-27,北海道,東京都,Medium_Truck,5.2,On_Time
2023-06-08,大阪府,宮城県,Light_Van,12.8,Completed
2023-06-27,福岡県,東京都,Large_Truck,18.0,On_Time
2023-05-18,北海道,福岡県,Light_Van,15.2,Delayed
2023-03-26,東京都,北海道,Large_Truck,10.2,Completed
2023-11-27,広島県,東京都,Refrigerated,1.7,Delayed
2023-06-29,東京都,大阪府,Light_Van,3.0,Completed
2024-01-17,東京都,大阪府,Light_Van,7.0,On_Time
2023-07-26,北海道,宮城県,Large_Truck,16.0,Completed
2023-06-14,宮城県,広島県,Medium_Truck,10.0,On_Time
2023-10-21,宮城県,東京都,Refrigerated,9.3,Completed
2023-07-27,広島県,北海道,Medium_Truck,20.2,On_Time
2023-03-17,大阪府,北海道,Large_Truck,10.4,Delayed
2023-04-01,広島県,福岡県,Large_Truck,18.4,Completed
2023-04-01,愛知県,広島県,Light_Van,18.7,Delayed
2023-03-07,東京都,愛知県,Medium_Truck,13.1,Completed
2023-11-08,東京都,広島県,Large_Truck,20.0,Delayed
2023-04-13,北海道,愛知県,Large_Truck,17.8,On_Time
2023-01-08,北海道,宮城県,Refrigerated,24.0,Completed
2023-09-29,東京都,愛知県,Refrigerated,2.4,Completed
2023-07-17,福岡県,広島県,Large_Truck,19.5,Completed
2023-01-10,大阪府,広島県,Light_Van,15.0,Delayed
2023-05-13,北海道,宮城県,Large_Truck,16.8,Completed
2023-11-19,福岡県,東京都,Refrigerated,22.9,On_Time
2023-06-12,北海道,東京都,Refrigerated,22.6,Completed
2024-01-25,東京都,大阪府,Large_Truck,1.3,Delayed
2023-08-25,愛知県,福岡県,Light_Van,19.8,Delayed
2023-12-29,愛知県,福岡県,Large_Truck,26.5,On_Time
2023-11-10,北海道,宮城県,Medium_Truck,24.3,On_Time
2023-04-30,愛知県,東京都,Light_Van,11.1,Completed
2023-04-09,福岡県,愛知県,Refrigerated,22.0,Delayed
2023-08-01,北海道,福岡県,Refrigerated,2.3,Completed
2023-01-26,東京都,北海道,Large_Truck,8.8,Completed
2023-11-28,愛知県,大阪府,Light_Van,23.2,On_Time
2023-10-09,愛知県,大阪府,Refrigerated,24.6,Delayed
2023-07-26,北海道,福岡県,Light_Van,18.7,Completed
2023-11-03,宮城県,福岡県,Refrigerated,10.6,Delayed
2023-04-07,宮城県,福岡県,Light_Van,3.6,On_Time
2023-11-09,愛知県,広島県,Large_Truck,5.0,On_Time
2023-02-20,宮城県,福岡県,Large_Truck,24.1,Completed
2024-02-03,北海道,大阪府,Medium_Truck,1.3,On_Time
2023-02-13,福岡県,広島県,Refrigerated,7.0,On_Time
2023-08-01,宮城県,広島県,Medium_Truck,21.3,On_Time
2023-11-13,大阪府,愛知県,Large_Truck,20.1,Delayed
2023-05-23,大阪府,宮城県,Large_Truck,21.5,On_Time
2024-01-24,愛知県,東京都,Refrigerated,23.2,On_Time
2023-09-02,愛知県,東京都,Medium_Truck,14.1,Delayed
2023-09-27,広島県,宮城県,Light_Van,2.6,Completed
2023-12-12,東京都,愛知県,Light_Van,32.3,On_Time
2023-07-04,愛知県,宮城県,Light_Van,22.4,Delayed
2023-03-23,宮城県,北海道,Refrigerated,4.0,Completed
2023-09-02,東京都,広島県,Medium_Truck,13.6,Completed
2023-11-30,福岡県,広島県,Medium_Truck,6.8,On_Time
2024-02-05,大阪府,広島県,Light_Van,24.9,Completed
2023-12-27,広島県,愛知県,Large_Truck,22.7,On_Time
2023-02-22,広島県,宮城県,Large_Truck,21.6,Completed
2023-04-07,広島県,大阪府,Large_Truck,14.7,Delayed
2024-01-27,北海道,福岡県,Medium_Truck,13.1,On_Time
2024-01-21,北海道,東京都,Large_Truck,19.5,On_Time
2023-12-20,北海道,大阪府,Light_Van,7.4,Completed
2023-10-19,宮城県,北海道,Refrigerated,7.3,Delayed
2023-02-25,広島県,愛知県,Medium_Truck,8.8,Delayed
2023-11-18,大阪府,広島県,Medium_Truck,17.7,Completed
2023-05-31,広島県,福岡県,Refrigerated,8.7,Completed
2023-02-14,広島県,東京都,Medium_Truck,20.5,Completed
2024-01-09,大阪府,宮城県,Medium_Truck,10.7,On_Time
2023-01-13,福岡県,広島県,Medium_Truck,2.3,On_Time
2023-12-06,広島県,東京都,Refrigerated,17.5,On_Time
2023-07-20,宮城県,愛知県,Large_Truck,8.3,Completed
2023-01-27,愛知県,大阪府,Medium_Truck,15.4,Completed
2023-09-01,大阪府,宮城県,Medium_Truck,16.9,Delayed
2023-12-12,東京都,福岡県,Light_Van,15.0,Completed
2023-09-29,広島県,東京都,Medium_Truck,21.2,On_Time
2023-03-29,宮城県,広島県,Light_Van,35.0,On_Time
2023-10-27,北海道,愛知県,Refrigerated,9.3,On_Time
2023-08-28,北海道,大阪府,Refrigerated,24.7,Completed
2023-07-30,愛知県,東京都,Light_Van,14.3,Completed
2023-03-15,広島県,愛知県,Medium_Truck,2.1,Completed
2023-10-07,大阪府,宮城県,Large_Truck,15.3,Delayed
2023-07-27,広島県,北海道,Medium_Truck,1.9,Completed
2023-08-31,大阪府,広島県,Refrigerated,17.0,Delayed
2023-12-22,広島県,福岡県,Medium_Truck,2.9,On_Time
2023-10-03,北海道,宮城県,Refrigerated,4.8,On_Time
2023-10-16,大阪府,愛知県,Refrigerated,9.0,Delayed
2023-03-08,大阪府,広島県,Light_Van,31.4,Completed
2023-05-20,大阪府,東京都,Large_Truck,2.3,On_Time
2023-02-25,広島県,東京都,Medium_Truck,3.3,Delayed
2024-02-05,大阪府,宮城県,Refrigerated,17.2,Completed
2023-03-03,大阪府,広島県,Large_Truck,9.4,Completed
2023-10-29,広島県,福岡県,Refrigerated,18.5,Delayed
2023-03-04,東京都,愛知県,Light_Van,6.6,Delayed
2023-10-31,宮城県,北海道,Refrigerated,4.8,Completed
2024-01-28,愛知県,東京都,Refrigerated,5.6,Completed
2023-10-27,広島県,愛知県,Medium_Truck,18.5,Completed
2023-06-20,愛知県,北海道,Medium_Truck,8.3,Delayed
2023-03-20,福岡県,宮城県,Refrigerated,36.1,Completed
2024-01-26,福岡県,東京都,Light_Van,15.6,Completed
2023-06-08,福岡県,宮城県,Light_Van,13.3,On_Time
2023-12-19,大阪府,東京都,Large_Truck,23.1,Delayed
2023-09-16,北海道,福岡県,Light_Van,24.1,Delayed
2023-03-28,大阪府,北海道,Light_Van,35.4,On_Time
2023-12-24,愛知県,宮城県,Large_Truck,29.5,Completed
2023-03-23,愛知県,北海道,Light_Van,33.0,Delayed
2023-10-07,大阪府,福岡県,Light_Van,7.0,Completed
2023-11-17,北海道,広島県,Medium_Truck,19.6,Delayed
2023-11-10,広島県,東京都,Light_Van,19.7,Delayed
2023-04-18,北海道,福岡県,Large_Truck,18.8,Completed
2023-12-22,福岡県,広島県,Refrigerated,14.8,On_Time
2024-01-06,大阪府,広島県,Refrigerated,15.4,On_Time
2023-02-09,東京都,北海道,Medium_Truck,5.1,Completed
2023-01-03,広島県,福岡県,Medium_Truck,19.4,On_Time
2024-01-28,宮城県,大阪府,Light_Van,12.8,On_Time
2023-04-29,福岡県,広島県,Medium_Truck,23.6,Completed
2023-04-16,広島県,北海道,Large_Truck,15.6,Completed
2023-11-26,宮城県,北海道,Large_Truck,7.6,On_Time
2023-02-26,宮城県,東京都,Medium_Truck,10.3,Delayed
2023-01-05,広島県,東京都,Large_Truck,8.4,On_Time
2023-10-29,大阪府,福岡県,Light_Van,15.1,Completed
2023-07-02,愛知県,大阪府,Light_Van,19.9,Delayed
2023-01-07,北海道,宮城県,Large_Truck,16.7,Delayed
2024-01-15,大阪府,宮城県,Large_Truck,7.9,Delayed
2023-11-12,北海道,愛知県,Refrigerated,6.7,Completed
2023-10-17,愛知県,東京都,Refrigerated,24.5,On_Time
2023-12-14,愛知県,大阪府,Refrigerated,25.4,On_Time
2023-02-14,広島県,愛知県,Large_Truck,17.0,On_Time
2023-09-06,北海道,宮城県,Large_Truck,10.4,Delayed
2023-04-11,福岡県,広島県,Medium_Truck,9.9,On_Time
2023-04-06,広島県,大阪府,Refrigerated,18.6,Completed
2023-11-09,宮城県,大阪府,Medium_Truck,4.7,Completed
2023-11-12,東京都,広島県,Large_Truck,10.3,On_Time
2024-01-20,北海道,宮城県,Medium_Truck,19.2,Delayed
2023-01-20,愛知県,宮城県,Light_Van,13.4,On_Time
2023-09-16,宮城県,東京都,Large_Truck,19.6,Completed
2023-09-27,宮城県,大阪府,Medium_Truck,18.9,Delayed
2023-04-18,福岡県,北海道,Refrigerated,12.6,Completed
2023-09-24,福岡県,愛知県,Light_Van,22.5,Delayed
2023-01-16,大阪府,広島県,Refrigerated,8.3,Completed
2023-06-10,福岡県,北海道,Refrigerated,2.0,Completed
2023-04-23,宮城県,大阪府,Large_Truck,3.7,Completed
2023-10-29,広島県,北海道,Refrigerated,22.5,Delayed
2023-07-14,宮城県,愛知県,Light_Van,18.4,Delayed
2023-01-31,宮城県,福岡県,Refrigerated,6.9,Delayed
2024-01-29,広島県,北海道,Light_Van,6.2,Delayed
2023-05-04,広島県,北海道,Medium_Truck,15.9,On_Time
2023-06-18,東京都,福岡県,Large_Truck,13.7,On_Time
2023-05-11,大阪府,北海道,Refrigerated,15.9,Completed
2023-12-28,福岡県,広島県,Large_Truck,4.0,Delayed
2023-06-19,大阪府,愛知県,Large_Truck,21.4,On_Time
2023-09-19,東京都,北海道,Light_Van,2.9,Delayed
2023-02-06,宮城県,大阪府,Large_Truck,15.9,Completed
2023-09-19,広島県,北海道,Refrigerated,15.9,Completed
2023-06-28,大阪府,広島県,Refrigerated,3.5,Completed
2023-03-30,宮城県,大阪府,Medium_Truck,31.8,Delayed
2023-07-19,宮城県,東京都,Light_Van,1.7,Completed
2023-10-21,東京都,広島県,Light_Van,9.2,Delayed
2023-02-20,東京都,大阪府,Light_Van,4.7,Delayed
2023-08-01,愛知県,福岡県,Medium_Truck,11.8,Completed
2023-08-09,広島県,宮城県,Large_Truck,3.6,Delayed
2023-01-07,北海道,広島県,Refrigerated,22.4,On_Time
2023-10-20,北海道,広島県,Light_Van,14.0,Delayed
2023-02-01,広島県,北海道,Large_Truck,8.8,Delayed
2023-04-18,東京都,宮城県,Refrigerated,12.1,On_Time
2024-01-30,大阪府,東京都,Light_Van,4.2,Completed
2023-11-15,宮城県,愛知県,Large_Truck,24.8,Completed
2023-08-16,愛知県,大阪府,Refrigerated,12.8,Completed
2024-01-29,大阪府,宮城県,Large_Truck,11.0,On_Time
2023-11-15,宮城県,広島県,Large_Truck,8.0,Completed
2023-06-25,愛知県,宮城県,Medium_Truck,16.4,Completed
2023-05-23,広島県,東京都,Refrigerated,10.5,Completed
2024-01-07,広島県,東京都,Large_Truck,20.8,Completed
2023-12-28,北海道,東京都,Medium_Truck,23.9,Completed
2023-04-15,愛知県,大阪府,Large_Truck,22.5,On_Time
2023-04-18,愛知県,北海道,Refrigerated,10.0,On_Time
2023-06-16,北海道,愛知県,Light_Van,18.9,On_Time
2023-01-16,福岡県,宮城県,Large_Truck,7.6,Delayed
2023-09-23,北海道,東京都,Large_Truck,22.5,Delayed
2023-10-10,東京都,広島県,Refrigerated,12.2,Completed
2023-02-13,北海道,愛知県,Large_Truck,13.7,On_Time
2023-06-18,大阪府,福岡県,Refrigerated,22.5,Completed
2023-02-19,福岡県,宮城県,Light_Van,3.4,On_Time
2023-05-10,広島県,宮城県,Large_Truck,15.4,Completed
2023-01-13,愛知県,北海道,Refrigerated,24.1,Delayed
2023-02-22,愛知県,大阪府,Large_Truck,17.6,Completed
2023-08-13,広島県,愛知県,Large_Truck,4.0,Delayed
2023-12-02,大阪府,北海道,Large_Truck,16.0,On_Time
2023-04-10,大阪府,愛知県,Light_Van,23.4,On_Time
2023-07-14,愛知県,広島県,Light_Van,24.5,Delayed
2023-06-05,北海道,東京都,Medium_Truck,13.0,On_Time
2023-04-17,北海道,福岡県,Refrigerated,10.9,On_Time
2023-10-29,北海道,東京都,Medium_Truck,13.9,Delayed
2023-03-16,大阪府,広島県,Refrigerated,19.8,On_Time
2023-10-24,愛知県,宮城県,Light_Van,20.3,Delayed
2023-01-14,東京都,大阪府,Large_Truck,2.6,Completed
2023-02-19,愛知県,北海道,Medium_Truck,17.9,Delayed
2023-11-19,広島県,福岡県,Large_Truck,11.6,Completed
2023-12-04,大阪府,宮城県,Light_Van,24.0,On_Time
2023-08-13,東京都,大阪府,Large_Truck,16.4,On_Time
2023-01-16,大阪府,東京都,Medium_Truck,3.8,On_Time
2023-05-31,大阪府,福岡県,Light_Van,5.5,On_Time
2023-04-25,北海道,東京都,Light_Van,4.7,On_Time
2023-03-29,広島県,北海道,Light_Van,23.5,Completed
2023-12-26,大阪府,東京都,Refrigerated,22.3,Completed
2023-10-20,宮城県,福岡県,Refrigerated,22.2,Completed
2023-11-12,福岡県,愛知県,Light_Van,21.2,Delayed
2023-10-30,大阪府,東京都,Large_Truck,2.7,Delayed
2023-12-10,東京都,福岡県,Light_Van,25.9,Completed
2023-09-02,宮城県,福岡県,Medium_Truck,22.9,Completed
2023-05-31,東京都,広島県,Light_Van,17.0,On_Time
2023-12-21,宮城県,愛知県,Refrigerated,29.5,Completed
2023-06-18,大阪府,広島県,Refrigerated,2.8,Completed
2023-08-01,広島県,東京都,Medium_Truck,11.6,Completed
2023-09-08,広島県,福岡県,Medium_Truck,9.3,On_Time
2023-09-03,福岡県,北海道,Medium_Truck,9.6,On_Time
2023-10-01,宮城県,広島県,Refrigerated,10.9,Completed
2023-03-15,宮城県,広島県,Large_Truck,13.0,Completed
2023-11-19,宮城県,大阪府,Refrigerated,2.8,Completed
2023-11-19,福岡県,東京都,Light_Van,15.6,On_Time
2024-02-05,東京都,福岡県,Large_Truck,3.9,Delayed
2024-01-17,福岡県,東京都,Medium_Truck,24.7,On_Time
2023-11-01,北海道,広島県,Refrigerated,13.4,Completed
2023-05-06,大阪府,北海道,Refrigerated,21.4,Completed
2023-04-15,宮城県,愛知県,Refrigerated,2.2,On_Time
2023-07-30,北海道,広島県,Large_Truck,11.2,On_Time
2023-02-04,北海道,大阪府,Refrigerated,13.4,On_Time
2024-01-15,広島県,宮城県,Light_Van,20.5,Completed
2023-10-18,広島県,北海道,Light_Van,22.8,Completed
2023-04-26,宮城県,東京都,Refrigerated,19.8,On_Time
2023-11-11,宮城県,大阪府,Medium_Truck,15.1,Completed
2024-01-26,広島県,宮城県,Large_Truck,21.3,On_Time
2023-04-17,北海道,大阪府,Medium_Truck,7.4,Completed
2023-10-06,北海道,東京都,Medium_Truck,10.0,Delayed
2023-06-17,大阪府,広島県,Light_Van,24.5,Delayed
2023-08-07,広島県,東京都,Large_Truck,8.1,On_Time
2023-08-18,東京都,愛知県,Medium_Truck,12.8,Completed
2023-08-18,大阪府,宮城県,Medium_Truck,17.0,Completed
2023-05-31,福岡県,愛知県,Light_Van,2.4,On_Time
2023-09-11,東京都,愛知県,Light_Van,10.6,On_Time
2023-11-07,北海道,大阪府,Light_Van,12.7,On_Time
2023-04-12,宮城県,広島県,Refrigerated,11.4,On_Time
2023-04-09,東京都,愛知県,Large_Truck,20.3,Delayed
2023-06-27,愛知県,宮城県,Light_Van,8.6,Completed
2023-08-22,愛知県,広島県,Medium_Truck,22.6,Completed
2023-02-25,宮城県,大阪府,Medium_Truck,22.3,On_Time
2023-01-16,北海道,愛知県,Medium_Truck,5.4,Completed
2023-03-13,宮城県,北海道,Medium_Truck,33.7,Completed
2023-03-29,愛知県,福岡県,Medium_Truck,10.3,Delayed
2023-03-07,宮城県,北海道,Refrigerated,21.2,Delayed
2023-02-02,東京都,大阪府,Light_Van,3.6,On_Time
2024-01-21,大阪府,東京都,Large_Truck,16.7,Completed
2023-02-27,大阪府,宮城県,Large_Truck,10.1,On_Time
2023-01-29,大阪府,広島県,Light_Van,1.5,On_Time
2023-04-19,愛知県,北海道,Light_Van,24.0,On_Time
2023-10-13,福岡県,宮城県,Refrigerated,17.3,Delayed
2023-04-01,福岡県,大阪府,Medium_Truck,21.6,Delayed
2023-08-20,大阪府,宮城県,Large_Truck,10.2,On_Time
2023-09-07,宮城県,北海道,Medium_Truck,1.5,Completed
2023-05-01,福岡県,北海道,Light_Van,20.9,On_Time
2023-07-03,愛知県,福岡県,Light_Van,1.1,On_Time
2023-08-11,福岡県,東京都,Refrigerated,11.6,Delayed
2023-02-14,東京都,愛知県,Medium_Truck,24.0,On_Time
2023-11-01,北海道,東京都,Light_Van,9.0,Delayed
2023-03-31,大阪府,福岡県,Medium_Truck,26.6,Delayed
2023-11-13,広島県,宮城県,Light_Van,16.2,On_Time
2024-02-05,大阪府,宮城県,Large_Truck,14.0,Delayed
2023-11-07,宮城県,北海道,Refrigerated,22.0,Completed
2024-01-13,愛知県,宮城県,Refrigerated,2.5,Delayed
2023-08-23,愛知県,大阪府,Light_Van,9.9,Delayed
2024-01-24,北海道,大阪府,Refrigerated,21.4,Completed
2023-02-08,大阪府,愛知県,Refrigerated,11.0,On_Time
2023-12-23,宮城県,広島県,Light_Van,24.3,On_Time
2023-01-24,北海道,宮城県,Large_Truck,19.4,On_Time
2023-06-23,東京都,愛知県,Light_Van,15.3,Delayed
2023-01-12,宮城県,北海道,Large_Truck,21.9,On_Time
2023-08-27,東京都,北海道,Refrigerated,5.6,On_Time
2023-09-30,大阪府,東京都,Light_Van,8.6,On_Time
2023-05-15,北海道,宮城県,Light_Van,7.4,Completed
2023-07-11,宮城県,東京都,Refrigerated,11.7,Completed
2024-01-14,東京都,大阪府,Medium_Truck,17.4,Delayed
2023-10-04,愛知県,広島県,Medium_Truck,9.3,Completed
2023-04-17,福岡県,愛知県,Refrigerated,3.6,Delayed
2023-03-27,大阪府,福岡県,Medium_Truck,12.1,On_Time
2023-06-27,北海道,福岡県,Light_Van,17.2,Delayed
2023-03-15,大阪府,愛知県,Large_Truck,10.0,Completed
2023-11-07,福岡県,東京都,Medium_Truck,1.3,Completed
2024-01-06,大阪府,愛知県,Large_Truck,16.7,Delayed
2023-02-12,東京都,大阪府,Light_Van,6.2,Delayed
2023-11-15,大阪府,愛知県,Medium_Truck,14.5,Completed
2023-12-31,北海道,東京都,Refrigerated,3.0,Delayed
2023-05-15,北海道,広島県,Refrigerated,1.2,Completed
2023-11-19,福岡県,大阪府,Light_Van,9.4,Delayed
2023-07-01,愛知県,大阪府,Refrigerated,19.6,On_Time
2023-09-03,広島県,宮城県,Refrigerated,21.2,Completed
2023-04-14,広島県,東京都,Medium_Truck,15.2,Delayed
2023-04-04,北海道,大阪府,Refrigerated,20.1,Completed
2023-10-16,大阪府,広島県,Large_Truck,12.1,On_Time
2023-08-29,大阪府,福岡県,Light_Van,18.1,Delayed
2023-07-13,東京都,北海道,Light_Van,17.7,Delayed
2023-10-19,広島県,北海道,Light_Van,9.4,Completed
2023-05-21,広島県,東京都,Large_Truck,13.5,Completed
2023-08-18,東京都,北海道,Light_Van,19.9,Delayed
2023-07-28,大阪府,愛知県,Light_Van,15.8,Completed
2023-05-30,大阪府,広島県,Medium_Truck,2.4,Completed
2023-12-17,福岡県,愛知県,Large_Truck,17.5,Delayed
2023-04-15,北海道,愛知県,Refrigerated,19.3,On_Time
2023-05-08,北海道,福岡県,Light_Van,19.5,Completed
2023-10-30,大阪府,北海道,Large_Truck,7.2,Completed
2023-10-18,愛知県,宮城県,Refrigerated,23.2,Delayed
2023-11-19,広島県,東京都,Refrigerated,19.0,On_Time
2023-01-19,愛知県,東京都,Large_Truck,11.1,Delayed
2023-05-28,愛知県,大阪府,Large_Truck,1.4,Completed
2023-10-12,愛知県,宮城県,Light_Van,7.2,On_Time
2023-10-23,東京都,大阪府,Refrigerated,8.0,On_Time
2023-08-04,東京都,広島県,Medium_Truck,20.5,On_Time
2023-09-19,愛知県,広島県,Large_Truck,1.0,Delayed
2023-03-29,東京都,大阪府,Large_Truck,20.8,On_Time
2024-02-05,東京都,北海道,Light_Van,6.4,Completed
2024-02-03,東京都,宮城県,Large_Truck,9.1,Completed
2023-05-29,福岡県,東京都,Large_Truck,23.6,On_Time
2023-11-09,大阪府,福岡県,Large_Truck,5.5,Completed
2023-07-22,東京都,福岡県,Refrigerated,19.1,Completed
2023-05-04,宮城県,大阪府,Refrigerated,4.1,On_Time
2023-06-08,広島県,福岡県,Light_Van,11.8,On_Time
2023-02-26,愛知県,大阪府,Medium_Truck,16.1,Delayed
2023-10-17,大阪府,宮城県,Refrigerated,11.5,Completed
2024-01-19,大阪府,福岡県,Medium_Truck,4.7,On_Time
2023-09-01,大阪府,福岡県,Medium_Truck,18.0,Completed
2023-07-16,東京都,北海道,Large_Truck,18.5,Completed
2023-05-15,北海道,大阪府,Large_Truck,20.2,On_Time
2024-01-08,宮城県,福岡県,Large_Truck,5.3,On_Time
2023-03-31,東京都,広島県,Light_Van,20.4,Completed
2023-08-23,福岡県,愛知県,Light_Van,3.7,Completed
2023-03-30,福岡県,愛知県,Large_Truck,25.0,Delayed
2023-03-13,宮城県,大阪府,Large_Truck,24.1,Delayed
2023-11-14,福岡県,北海道,Large_Truck,9.9,Delayed
2023-06-07,北海道,宮城県,Refrigerated,8.2,Delayed
2023-07-16,広島県,宮城県,Medium_Truck,19.6,On_Time
2023-08-25,広島県,東京都,Light_Van,7.5,Completed
2023-03-28,北海道,愛知県,Large_Truck,29.2,Completed
2023-02-12,福岡県,北海道,Large_Truck,24.7,Delayed
2023-10-28,東京都,広島県,Medium_Truck,18.9,On_Time
2023-05-05,広島県,福岡県,Light_Van,22.4,Delayed
2023-04-20,愛知県,大阪府,Large_Truck,5.5,Completed
2023-02-18,東京都,福岡県,Refrigerated,2.6,On_Time
2023-04-09,宮城県,北海道,Large_Truck,3.6,Delayed
2023-01-06,愛知県,宮城県,Refrigerated,19.4,Completed
2023-04-20,福岡県,広島県,Large_Truck,23.6,Delayed
2023-12-04,宮城県,愛知県,Refrigerated,17.4,Delayed
2023-01-22,大阪府,宮城県,Medium_Truck,2.2,On_Time
2024-01-21,北海道,福岡県,Large_Truck,24.7,Completed
2023-05-13,宮城県,愛知県,Medium_Truck,15.2,On_Time
2024-01-03,北海道,宮城県,Medium_Truck,12.1,Completed
2023-09-15,愛知県,福岡県,Light_Van,17.0,Completed
2024-01-10,北海道,東京都,Large_Truck,16.9,Completed
2023-12-21,北海道,東京都,Light_Van,31.3,Delayed
2023-09-26,北海道,東京都,Light_Van,9.5,Completed
2023-10-25,大阪府,広島県,Medium_Truck,5.2,Delayed
2023-10-11,東京都,大阪府,Refrigerated,22.2,On_Time
2023-10-01,東京都,大阪府,Light_Van,22.3,Delayed
2023-11-22,大阪府,広島県,Medium_Truck,15.7,On_Time
2023-10-07,宮城県,愛知県,Medium_Truck,5.2,On_Time
2023-04-07,東京都,愛知県,Light_Van,6.9,On_Time
2023-08-05,広島県,宮城県,Large_Truck,4.6,Completed
2023-05-29,広島県,愛知県,Light_Van,14.4,Completed
2023-03-11,東京都,北海道,Refrigerated,13.7,Delayed
2023-07-29,福岡県,広島県,Refrigerated,16.3,On_Time
2023-02-15,宮城県,北海道,Light_Van,6.6,On_Time
2023-05-08,愛知県,大阪府,Large_Truck,6.2,Completed
2024-01-15,宮城県,北海道,Large_Truck,16.6,Completed
2023-12-02,大阪府,宮城県,Large_Truck,28.0,Delayed
2023-11-03,広島県,東京都,Large_Truck,18.3,Delayed
2023-03-04,福岡県,大阪府,Refrigerated,34.3,Delayed
2023-12-10,東京都,福岡県,Medium_Truck,30.4,On_Time
2023-05-10,宮城県,広島県,Light_Van,11.5,Completed
2023-08-08,愛知県,北海道,Large_Truck,16.0,Completed
2023-10-08,愛知県,東京都,Large_Truck,9.3,On_Time
2023-11-25,宮城県,東京都,Light_Van,10.6,On_Time
2023-08-11,北海道,福岡県,Large_Truck,2.2,Completed
2023-05-18,北海道,愛知県,Medium_Truck,11.8,Completed
2023-12-24,愛知県,北海道,Medium_Truck,18.9,Delayed
2023-08-23,大阪府,広島県,Light_Van,7.5,On_Time
2023-08-14,愛知県,広島県,Refrigerated,10.7,Delayed
2023-08-17,宮城県,広島県,Light_Van,1.1,Delayed
2023-09-12,広島県,大阪府,Medium_Truck,3.7,Delayed
2023-12-18,福岡県,愛知県,Large_Truck,30.6,Delayed
2023-03-09,北海道,福岡県,Large_Truck,9.8,On_Time
2023-05-08,広島県,東京都,Light_Van,19.0,Completed
2023-12-29,東京都,宮城県,Medium_Truck,11.0,Delayed
2023-10-09,宮城県,大阪府,Light_Van,24.6,Delayed
2023-04-22,福岡県,東京都,Light_Van,6.0,Completed
2023-08-10,大阪府,愛知県,Large_Truck,19.0,Completed
2023-01-09,愛知県,宮城県,Medium_Truck,16.5,Completed
2023-08-28,広島県,大阪府,Large_Truck,17.2,On_Time
2024-01-19,宮城県,北海道,Large_Truck,2.2,Delayed
2023-06-02,大阪府,宮城県,Light_Van,12.5,On_Time
2023-03-12,広島県,福岡県,Light_Van,17.4,On_Time
2023-04-22,福岡県,宮城県,Medium_Truck,17.7,Completed
2023-11-08,大阪府,福岡県,Large_Truck,4.4,On_Time
2023-05-18,大阪府,広島県,Medium_Truck,22.9,Completed
2023-05-01,宮城県,東京都,Medium_Truck,13.8,Delayed
2023-09-26,東京都,広島県,Large_Truck,5.3,Completed
2023-01-08,愛知県,福岡県,Light_Van,15.9,Delayed
2023-09-23,北海道,大阪府,Large_Truck,21.2,Completed
2023-03-11,愛知県,東京都,Light_Van,27.4,On_Time
2023-07-16,北海道,愛知県,Large_Truck,17.3,Delayed
2023-06-29,東京都,大阪府,Large_Truck,21.7,Delayed
2023-02-12,大阪府,広島県,Light_Van,21.2,Completed
2023-02-05,福岡県,東京都,Large_Truck,2.8,Completed
2023-07-27,広島県,大阪府,Light_Van,12.1,Completed
2023-08-14,愛知県,大阪府,Large_Truck,5.5,Completed
2024-01-12,福岡県,広島県,Large_Truck,19.4,Delayed
2023-06-07,福岡県,宮城県,Large_Truck,9.1,Delayed
2024-01-25,宮城県,福岡県,Refrigerated,16.5,Completed
2023-09-19,福岡県,広島県,Light_Van,3.0,On_Time
2023-12-22,大阪府,北海道,Large_Truck,28.4,Delayed
2023-04-14,広島県,福岡県,Medium_Truck,9.3,Completed
2023-08-16,広島県,北海道,Light_Van,6.6,Delayed
2023-12-16,北海道,愛知県,Medium_Truck,37.4,Delayed
2023-07-29,北海道,東京都,Large_Truck,21.6,On_Time
2024-01-23,大阪府,愛知県,Refrigerated,23.8,Delayed
2023-07-23,広島県,北海道,Light_Van,22.7,On_Time
2023-04-27,広島県,大阪府,Large_Truck,10.9,Completed
2023-08-06,北海道,大阪府,Medium_Truck,10.2,Delayed
2023-06-29,福岡県,北海道,Medium_Truck,5.9,Delayed
2023-08-26,東京都,大阪府,Large_Truck,13.7,On_Time
2023-05-14,福岡県,広島県,Medium_Truck,23.9,Completed
